Dates,Beta,Book-to-Price,Dividend Yield,Earnings Quality,Earnings Variability,Earnings Yield,Growth,Leverage,Liquidity,Long-Term Reversal,Mid Capitalization,Momentum,Profitability,Residual Volatility,Size,Investment Quality
2/6/1997,0.000402786,-0.000553168,-0.000200397,-0.000155633,0.000054539,0.000696271,0.000229185,-0.000766724,-0.000967196,0.000359545,0.00045522,0.000137349,0.000008373,-0.002377582,0.00077559,-0.000366014
2/7/1997,0.000514324,0.000222614,0.000047347,0.000341871,-0.0002937,0.00019696,-0.000082035,-0.000218436,-0.00012472,0.000826623,-0.00071555,0.002146036,0.000200919,-0.002505368,0.002749435,-0.000481753
2/10/1997,-0.000905267,-0.000376489,0.000005614,0.000352534,0.000043498,0.000493257,-0.00125372,0.000258794,-0.000975389,0.000391587,-0.00011641,0.000470511,0.000060794,-0.003218807,0.000467227,0.000193373
2/11/1997,-0.000831225,0.00000437,0.000356683,0.000221305,0.000656993,0.000606893,-0.001194739,0.000002156,-0.000284094,0.000248404,-0.000325058,0.00020774,-0.000232548,-0.001885051,0.001352557,-0.000036333
2/12/1997,0.001661201,0.000491563,-0.000486585,0.000686589,0.000765589,0.001022538,0.000596896,-0.000633208,0.001263599,0.000233634,0.001480781,0.00211122,-0.000037951,0.000022843,0.002736904,0.000298916
2/13/1997,0.001418324,-0.000259875,-0.000762404,0.000196143,-0.000190531,0.000625166,0.000443733,-0.000098388,0.000703635,0.000485296,0.000784663,0.001818748,0.001187219,-0.000886682,0.000928427,0.000163974
2/14/1997,-0.000242081,-0.000700769,-0.000826761,0.000827177,0.001279693,0.000650243,-0.000414594,0.000216554,-0.000045306,-0.000873764,0.000477605,0.000757367,-0.000372287,-0.000210171,-0.0004492,-0.00046725
2/17/1997,0.000300016,-0.000370672,0.000468841,-0.000235193,0.000237495,0.000065839,-0.000485245,0.000228514,0.000725062,-0.00018504,0.000128114,0.000205882,-0.000674305,0.000627773,-0.001326061,0.000295862
2/18/1997,0.000036653,0.000880847,0.000051016,-0.000406601,-0.000132912,0.00048849,-0.000776947,0.000977367,-0.00134056,0.000480885,-0.000962742,0.000246994,0.000174263,-0.000874814,0.000361837,-0.000026299
2/19/1997,-0.000175373,0.000379153,0.000071423,-0.000303081,0.000464266,0.001556174,0.000083249,0.000610707,-0.000717956,0.000131983,0.000925406,0.001318386,-0.000174614,0.000507831,-0.000597465,0.000034811
2/20/1997,-0.000452469,0.000536068,-0.00007565,0.000191818,0.000466726,-0.000405401,-0.000233294,0.000389159,-0.001301633,-0.000535973,0.000855049,-0.001768344,-0.000366841,-0.000064966,-0.000789632,0.00103211
2/21/1997,-0.000867812,0.000938623,-0.00032462,0.000392205,0.001409585,-0.000198179,-0.000242299,0.000225436,-0.000893862,-0.00013983,-0.000270313,-0.001807256,-0.000332137,-0.000509743,0.000228179,0.000976226
2/24/1997,-0.000457002,0.000119633,0.000671089,-0.000304243,0.000675636,-0.000089583,-0.000712417,0.000251585,0.000471002,0.000467355,-0.000083177,-0.002453866,-0.001146517,0.000288204,0.00075033,0.000158214
2/25/1997,0.000045722,-0.000051405,0.000522557,0.000242942,-0.000234366,0.000731509,0.00054425,0.000103278,0.000933963,0.000142614,0.000639181,-0.000867797,-0.000032776,-0.000305231,0.001035469,-0.000486434
2/26/1997,-0.001616797,-0.000433629,-0.000091686,-0.000340973,0.00088143,0.000026514,-0.000577196,-0.000390613,-0.000396178,-0.000026032,0.000207749,0.00004204,-0.000149801,-0.002336838,-0.00014232,-0.000652169
2/27/1997,-0.002457259,0.000094205,-0.0015902,0.000011604,-0.000082016,0.000334964,-0.000055693,0.00020277,-0.000799402,-0.000720494,-0.000847617,-0.000430725,0.000926274,-0.002852631,-0.00088485,0.000251139
2/28/1997,-0.002479027,0.000525797,-0.000143887,-0.000567346,0.000820768,0.000958758,-0.000654405,0.000412873,-0.000532737,-0.000104763,0.000750439,-0.000780756,0.000248938,-0.000552922,-0.000281885,-0.000256448
3/3/1997,0.000274213,0.000296003,0.000659915,0.000145299,0.000213895,0.000648162,-0.000936856,0.00035745,0.00007806,0.000851561,-0.000771587,0.001646407,0.000416435,-0.000470055,0.000842608,0.000406648
3/4/1997,0.001356969,0.000803925,-0.001264529,0.000119793,0.000492237,0.000239641,0.000297537,0.000133533,0.001341459,0.000195651,0.000523652,0.002572743,0.00090632,0.000384717,-0.000023645,0.000031843
3/5/1997,0.001959796,-0.000098713,0.000392094,0.000455234,-0.000055746,-0.000004173,-0.000002378,-0.000289588,0.000962217,0.000352908,-0.0005567,0.001749835,0.000274217,-0.000214092,-0.000140091,0.000173924
3/6/1997,0.000516501,-0.000687721,-0.000194117,-0.000165438,-0.000460752,0.000450801,-0.00019153,-0.000042845,-0.000688658,0.000056955,-0.000547964,0.001315506,-0.000017897,-0.000525933,-0.001060282,0.000039472
3/7/1997,0.001209942,-0.000612609,0.000655061,0.000421624,-0.000137321,0.000218999,-0.000305697,0.000766176,0.000628768,0.000193155,0.000052543,0.000829735,-0.000064276,0.001638942,0.000194027,0.000745587
3/10/1997,-0.000251273,-0.000252793,-0.000647314,0.00000701,0.000057995,0.000807085,-0.001390989,-0.000256354,0.0006898,0.000013967,-0.000676288,0.001098832,-0.00038545,-0.000166372,0.000624827,-0.000113745
3/11/1997,-0.001127332,0.000312065,-0.000848935,0.000087689,0.000085932,0.000563584,0.000147397,0.000305895,-0.000675231,0.000277426,0.000344289,0.000617524,0.000169115,-0.000457432,-0.000218617,0.000435818
3/12/1997,-0.001338141,0.000280004,-0.000386078,0.000097205,0.000801871,0.000951041,0.000004563,-0.000679671,-0.001845418,-0.000136505,-0.000082432,0.001151271,-0.000268923,-0.002285222,0.000311827,-0.000249136
3/13/1997,-0.003219737,-0.000489315,-0.000958589,0.000409041,0.000163348,0.000389635,-0.000256748,-0.00001114,-0.000653162,0.000327544,0.000149664,-0.001342536,0.000379908,-0.001791103,-0.000147806,-0.000268768
3/14/1997,-0.000295249,-0.000009301,0.000073976,-0.000224645,0.000249179,-0.000177976,-0.000379318,0.000247556,-0.000119416,-0.000251447,0.000437651,-0.000972429,0.000131107,-0.00038365,0.001607415,0.000767077
3/17/1997,-0.001844906,-0.000085369,0.000029339,0.000232276,0.001002009,0.000931517,-0.00057327,-0.000023716,-0.001838399,-0.000034648,-0.001256169,0.001687216,-0.000205967,-0.002766276,0.001563319,-0.000026116
3/18/1997,-0.000061284,0.000664616,-0.000677473,0.00101389,0.000380958,-0.000467425,-0.000134796,0.00019261,-0.001237321,0.000176447,0.000088102,-0.000589831,-0.000049808,-0.002145497,0.000182717,0.000124153
3/19/1997,-0.00137389,0.000458725,-0.00009772,0.000947537,-0.000172856,-0.000542303,-0.000179448,-0.000181216,-0.001547845,-0.000311661,0.000472312,-0.000630909,0.000207094,-0.002082711,0.001696721,-0.000366011
3/20/1997,0.000440177,0.000093731,-0.000109268,-0.000028722,0.000216907,0.000024448,-0.000223696,-0.000633098,0.001049647,0.000675108,0.00080329,0.000783752,0.000493063,0.000906182,-0.000340362,0.000097929
3/21/1997,0.001991677,-0.000292754,0.000864925,0.00012782,-0.000842548,0.000125844,0.00080168,0.000252345,-0.000656102,0.000751283,0.00006064,0.001684196,0.000047901,0.001203636,-0.000335328,0.00045871
3/24/1997,-0.000747937,0.000931002,0.000879555,-0.000090066,0.000372605,0.000779521,-0.00006155,0.000501683,-0.001879393,0.000439317,-0.001809444,-0.001137578,0.000379234,-0.002421515,0.003196237,-0.000108239
3/25/1997,0.002129399,0.000481681,0.001029129,0.000108296,-0.000003941,-0.000264347,-0.000468758,0.00009776,0.001635769,-0.000467651,0.000428606,0.0013878,-0.000086553,0.00177211,-0.000560221,-0.000082977
3/26/1997,0.001343811,0.000321794,-0.000074244,0.000525813,-0.000251344,0.000807374,0.000594187,-0.000170182,0.001772352,-0.000136469,0.00059619,0.000270168,-0.000191226,-0.000109388,0.000272158,0.00030579
3/27/1997,-0.003173709,-0.000169412,-0.001305748,0.000393195,-0.000089999,0.001701205,0.000362003,-0.000213834,-0.001548538,0.000944496,-0.000984925,0.00158661,0.000789319,-0.001302759,-0.00171083,-0.000585562
3/28/1997,-0.000203244,-0.000210437,-0.000239917,-0.000260616,-0.000259358,0.000513875,0.00002645,0.000102959,-0.00024018,-0.000009123,0.000237596,0.001002423,0.000318973,-0.000649065,-0.000417092,-0.000283671
3/31/1997,-0.003969362,0.000927253,-0.000234276,0.000392694,0.000579476,0.001036279,-0.00029582,-0.000110614,-0.002576407,0.000299663,-0.001009382,-0.001446045,0.000440296,-0.00265391,0.000239394,-0.000250801
4/1/1997,-0.000686253,-0.000343865,0.000572418,-0.000537795,0.000413421,0.002068952,-0.00030118,0.000718673,-0.000409561,0.000282548,0.000401833,0.003583286,-0.000347043,-0.000304236,0.001014906,-0.00011221
4/2/1997,-0.000618553,-0.000973369,0.000241807,0.000082359,0.00000535,0.000790166,0.000112277,-0.000157861,-0.000734923,0.000537091,0.000207593,0.001372915,0.000260003,-0.000852111,-0.000418473,0.000190518
4/3/1997,0.001505658,-0.000122977,-0.000518106,0.000058467,-0.001149738,0.000779397,0.00022251,0.000097702,0.00027898,0.000017891,0.000495151,0.000336221,-0.000064067,0.000111803,0.000775955,0.000546477
4/4/1997,0.003008368,-0.000133778,-0.000431151,-0.000008405,-0.001379566,0.000157904,0.001000988,-0.000937704,0.001863826,0.000715055,0.001195158,0.000860752,-0.000459823,0.002005423,-0.000178355,0.0002921
4/7/1997,0.002631669,-0.000265814,-0.001077048,0.000300359,0.000059875,0.001986471,0.001850286,-0.000186458,-0.00002827,0.000993675,-0.000676374,0.003135572,0.000529008,-0.000681845,0.000224833,-0.00029113
4/8/1997,0.000434673,-0.000188146,-0.00074284,0.00045803,0.000255213,0.000767706,0.000330395,0.000231136,0.00063028,0.000613673,0.000289587,0.002592665,0.000033557,-0.001290771,0.001617481,-0.000360384
4/9/1997,-0.000630225,-0.000565926,-0.000498068,0.000410971,-0.000529323,0.000791848,0.000932903,-0.000029305,-0.000158397,0.000736496,-0.000974298,0.00168438,0.000421158,-0.001318376,-0.000967414,-0.000554362
4/10/1997,-0.00179409,-0.000630677,-0.000013327,0.000380704,0.000196575,0.001136931,0.000333049,-0.000247619,-0.001147841,0.000567278,-0.00098923,0.00032776,-0.000278408,-0.001443965,0.000213942,-0.00030359
4/11/1997,-0.002373745,0.000501027,-0.000095156,0.000758203,0.000581261,-0.000274596,0.000397394,0.000270932,-0.000999,-0.000009728,0.001190749,0.000719109,0.000096757,-0.000660069,-0.001648375,0.000981039
4/14/1997,0.000489751,0.000213709,0.000089073,-0.00043584,-0.000424558,-0.000283585,-0.000477747,-0.000264688,0.000281435,0.000841854,0.000383473,-0.001677989,0.000383996,-0.000804109,0.001109088,0.000682436
4/15/1997,0.002508429,0.000093287,-0.000154787,-0.000308324,0.000576541,0.000095764,-0.000316539,0.000502626,-0.000783276,0.001048119,0.000447363,0.002089103,0.000464519,-0.00041206,0.001779444,0.000288188
4/16/1997,0.000556655,0.000598064,-0.000224653,0.000105957,0.001480945,-0.000009093,-0.001784457,0.000750077,-0.000872021,0.000052919,-0.002098311,0.000716719,-0.000174997,-0.00071083,0.001670664,0.001246693
4/17/1997,0.00130954,0.00065402,0.000238626,-0.000094462,0.000078649,-0.000439796,-0.001225801,0.000405306,0.000155194,-0.001182193,-0.000745071,0.000793813,0.000112988,0.001499738,-0.00187202,-0.000240998
4/18/1997,0.000843523,0.000370154,0.000487794,-0.000189157,-0.000168119,-0.000706127,-0.000919029,0.000049989,-0.001069585,-0.000307347,-0.000933433,0.00026016,-0.000277582,-0.000049431,-0.00136451,0.000518706
4/21/1997,-0.000823685,-0.000223957,-0.000153569,-0.000363385,0.000388737,0.000539606,-0.001879767,0.000537804,-0.001528038,-0.000394259,-0.002382549,-0.000531605,0.00068632,-0.001990798,-0.000302219,0.000405376
4/22/1997,0.001453721,0.000345627,0.00134072,-0.000569854,0.000446893,0.000005284,-0.000574525,0.000174398,-0.001552077,-0.000582899,-0.0004175,0.002968961,0.001166363,-0.001894192,0.002495134,0.00075714
4/23/1997,0.001537691,-0.00011494,0.000429577,-0.00006445,-0.000824487,0.000452763,0.000902319,-0.000222461,0.000718881,-0.001000956,0.002337789,0.001970522,-0.001572853,-0.000154983,0.001169316,-0.000182218
4/24/1997,-0.000578079,-0.000055465,-0.001199969,-0.000181676,-0.000180478,0.000611174,0.000735285,-0.000704431,0.000358163,0.000592996,-0.000900642,-0.000044076,-0.000255438,0.000053503,-0.000077157,-0.000267741
4/25/1997,-0.001591014,-0.000185588,-0.000336327,-0.000472609,0.000139025,0.001451325,0.000048776,0.000444504,-0.001153906,0.000762671,-0.001339694,0.002198189,0.001290186,-0.002591945,-0.001312048,0.000287697
4/28/1997,0.000676545,0.000409418,0.000782565,-0.000330032,-0.000139144,0.000732653,-0.00003162,-0.000001797,-0.000919059,0.000387177,0.001153851,0.000220459,0.00051524,-0.00043707,0.002159172,-0.000339271
4/29/1997,0.004045603,0.000758209,0.00040686,-0.000563996,-0.000241865,-0.00009366,-0.000998466,0.000849886,0.001055125,-0.000364616,0.000886984,0.00080138,0.000110539,0.000662214,0.002600966,-0.000493744
4/30/1997,0.002301041,0.000568449,-0.000274717,0.000515265,-0.00073831,-0.000120618,0.000821245,-0.000059736,0.001354753,-0.000596953,0.001856345,-0.00083045,0.000169853,0.001936895,0.001201798,-0.00021184
5/1/1997,0.001239885,0.000144689,0.000097975,0.00037538,0.000184424,0.00011065,-0.000482129,-0.000797578,0.000743296,-0.00025513,-0.000270504,-0.001895988,0.000101909,0.001466652,-0.001425988,-0.000613134
5/2/1997,0.001692842,0.000938325,-0.000079675,-0.000064542,-0.001022622,0.000733375,0.000554153,-0.000329496,0.00195969,0.000279028,0.000090161,-0.00111262,0.000040951,0.002672541,-0.000083631,0.000015822
5/5/1997,0.002337177,0.000045523,0.000065311,0.000261287,-0.001375,0.000754534,0.001677491,-0.000771332,0.002310878,-0.000743216,0.001197933,-0.002293847,-0.001139423,0.004206362,-0.000347347,0.000675629
5/6/1997,0.000500682,0.000940298,-0.00024044,0.000325853,-0.000325564,0.001063645,0.000723561,-0.001044848,-0.000117684,0.000416248,-0.001936709,0.000875965,-0.000099344,0.00023557,-0.000023714,-0.000012904
5/7/1997,-0.002349262,0.000781017,-0.000497793,0.000333136,0.000734604,0.000662315,-0.000020435,0.000114367,-0.000341242,-0.000544753,-0.001072174,-0.000512132,0.000144868,0.000816598,-0.000478781,-0.000548616
5/8/1997,0.00083624,0.000464836,0.000526989,-0.000664749,0.000484847,-0.000065918,-0.000218824,-0.000045896,0.000895518,0.000035231,0.000566576,0.000863128,-0.000359795,-0.000006989,0.000835727,0.000108369
5/9/1997,-0.000333478,-0.000117904,-0.000068244,-0.000301725,-0.000335763,0.000827035,0.00012211,0.0004947,0.000262531,-0.000291676,-0.001688853,0.000101317,-0.000183388,0.002341207,-0.000164376,0.000334965
5/12/1997,0.001922451,-0.000198297,0.000018668,-0.000136366,-0.000389311,0.000625532,-0.000472519,-0.000070673,-0.000155424,0.000696003,0.000765179,-0.002020407,-0.000014592,0.002152258,0.001516168,0.000489293
5/13/1997,-0.001793587,-0.000297862,-0.000680232,-0.000476793,0.001126968,-0.000386976,-0.000036772,0.000701324,-0.001266712,-0.000466865,-0.00176201,-0.001382857,0.000595824,-0.00197752,0.000034268,-0.000308351
5/14/1997,-0.001030299,0.000841711,-0.000647467,-0.000019761,-0.000059969,-0.000348546,0.000004363,-0.000102743,0.000563861,0.000262696,-0.00038415,-0.00086774,0.000504213,-0.001768511,0.00091111,-0.00024595
5/15/1997,0.000930201,0.000457254,0.000579077,-0.000643946,-0.000411329,-0.000014224,0.000231054,0.000254392,0.000446764,0.00008898,0.001003392,-0.00175889,0.00025983,0.000719743,-0.000058253,0.000170579
5/16/1997,-0.000637312,0.000588195,0.00000355,0.000157204,-0.000222559,-0.001281423,0.000002111,0.000134661,-0.00034288,-0.000038453,-0.000667118,-0.00112674,0.000504464,0.000143805,-0.001970724,0.00006995
5/19/1997,-0.000054614,0.000395887,-0.000302115,-0.000441246,-0.000125792,0.000773471,0.000374093,-0.000276678,0.000376324,0.000086526,-0.000617522,0.000025223,-0.000316466,-0.000133041,-0.000352665,0.000022387
5/20/1997,0.000987457,0.000486407,0.00133737,0.000338354,-0.000202102,0.000439257,0.000311903,0.000428296,0.000542529,-0.000241097,0.000546096,0.000236352,0.000154556,0.00206177,0.000764788,-0.000732604
5/21/1997,0.000445444,0.000457933,0.000526426,-0.000205971,-0.000773627,-0.000158153,0.000772565,0.000203405,-0.000166588,-0.000644643,0.000286161,-0.00112366,0.000120831,0.001761206,-0.001080503,-0.000000487
5/22/1997,-0.000686842,0.000337361,-0.000384568,-0.00017119,0.000119455,0.000652975,0.000450144,0.000186646,0.000403526,0.000995579,0.000064224,0.000492492,0.000011143,0.001588632,-0.001312141,0.00028943
5/23/1997,0.000869535,-0.000048815,-0.001080574,0.000196464,0.000409001,0.000652165,0.000382511,0.00004672,0.001157181,0.000524627,-0.000441584,0.000926267,0.000088349,0.000461898,0.00089336,0.000653394
5/26/1997,-0.000814398,0.000071947,-0.000153457,-0.000172995,0.000008245,-0.000207734,0.000006863,0.000029411,0.00050822,-0.000551188,-0.000436418,0.000889708,0.000524124,0.000642899,0.000501796,-0.000334816
5/27/1997,0.000351687,0.000616493,-0.000227142,-0.000312427,-0.000170677,0.000566157,-0.000278622,-0.000263373,0.000987519,-0.001954129,0.001016406,-0.000579113,-0.0002769,0.001708218,-0.000043548,-0.000144613
5/28/1997,-0.000522946,-0.000446477,-0.000472119,-0.000198144,0.000478025,0.000219022,0.000466184,0.000233346,-0.000413756,0.000001483,0.000283429,-0.001248112,0.000519541,0.000331734,-0.000536269,-0.000019202
5/29/1997,-0.001877748,0.000144329,-0.001554633,0.000367261,0.000704588,0.000188644,0.000598468,-0.000115999,-0.001027475,0.000335415,-0.000274808,-0.000553783,0.000989741,-0.000526424,-0.000432193,0.000838817
5/30/1997,-0.000051615,0.000699423,-0.00022943,-0.001044184,0.000506724,0.000580374,0.000274024,0.000638538,0.000049778,-0.000378569,0.000900599,0.000713141,0.00036456,-0.00047151,-0.0008596,0.000008368
6/2/1997,0.000094547,0.000211866,-0.000769693,0.000349192,-0.000099923,-0.000213261,0.001320121,0.000323508,-0.00020957,0.000162697,0.000037967,-0.00158536,-0.000075147,0.000961277,0.000481551,0.000193982
6/3/1997,-0.001531703,0.000097024,-0.000295321,0.000204246,0.000284302,0.000577367,0.000524109,0.000782303,-0.000866502,0.000433178,-0.000919998,0.000609316,0.00003104,-0.000699119,-0.000350638,0.000596449
6/4/1997,-0.001027615,0.000079775,-0.000769008,0.000342348,0.00069974,0.000787902,0.000495089,-0.000146098,-0.000344983,0.000049987,-0.000419559,0.001603115,0.000491039,-0.001190128,-0.000394075,-0.000166636
6/5/1997,0.000822421,0.000257553,-0.000323684,0.000128838,-0.000105786,0.000153941,0.000807859,-0.000350696,0.000634286,0.000614104,0.000031048,0.000313012,-0.000713875,0.000243877,-0.000366239,-0.000218023
6/6/1997,0.001630777,0.000059356,0.000887328,-0.000342294,0.00015203,0.000224356,0.000090151,-0.000067905,-0.000080781,0.001503034,-0.00080688,0.001805464,0.000337405,0.001162224,0.000407689,0.000088224
6/9/1997,-0.000392756,0.000891353,-0.000497098,-0.000630329,0.001233113,-0.000167286,0.000080451,0.000461528,-0.001167595,0.000432479,-0.000183561,-0.000108408,0.000044858,-0.000972707,0.000921791,-0.000248218
6/10/1997,-0.00063528,-0.000272044,-0.000139597,-0.000092438,0.000537569,-0.000126361,-0.00097755,0.000600481,-0.000312514,0.000711509,-0.000497472,0.000837608,-0.000025769,-0.001194431,0.000737284,0.000032389
6/11/1997,-0.000813887,0.000183761,-0.000061413,0.000160764,0.000318935,-0.000069197,-0.000278516,-0.000115124,-0.000948965,0.000278659,-0.000204342,-0.000255046,0.000802403,-0.00117369,0.00043882,-0.000423004
6/12/1997,0.001294027,0.00119235,0.000398831,-0.000296464,0.000104977,-0.000450749,-0.00016269,0.000661216,0.000198929,0.000412732,0.000899139,-0.000247078,0.000618762,-0.000315063,0.002385775,0.000623362
6/13/1997,0.000179429,-0.000536887,0.000043919,0.00011577,0.000722781,0.000561836,-0.000870513,0.000840971,0.000242919,0.000353261,0.000074132,-0.00064201,-0.000003913,0.000574818,0.001547357,0.000252368
6/16/1997,-0.000202678,-0.001178849,0.000133029,0.000603816,-0.000564317,0.00081319,-0.000433508,-0.000068141,0.000239213,-0.000432392,-0.000540934,-0.000023898,0.000299504,0.000929306,0.000311479,-0.000321235
6/17/1997,0.000510009,0.000462806,0.000343551,0.000197928,-0.000011948,0.000816037,0.000597938,-0.000492714,0.000087102,0.000403594,0.001443147,0.000407607,0.000479449,0.001380138,-0.000203442,0.000101443
6/18/1997,-0.000491926,-0.000400291,-0.000493762,0.000467687,-0.000653866,0.00089845,0.000771922,0.000297959,-0.000240012,0.000301307,0.000458301,0.002209318,-0.000143065,0.001126523,-0.000973279,-0.000306548
6/19/1997,0.000161714,-0.000017547,0.000450393,-0.000445323,-0.000355739,-0.000391827,0.00042554,-0.000269235,0.000418924,-0.000551127,0.001221425,-0.000083762,-0.000211537,0.000992683,0.000524715,0.000072276
6/20/1997,0.000217845,-0.000782928,-0.000308883,-0.000020946,-0.000254326,-0.000519296,0.000512427,-0.000670367,-0.000997823,-0.000178985,-0.000745744,0.00007213,-0.000020541,-0.001242883,0.00050912,0.000361623
6/23/1997,-0.001419538,0.0002173,-0.00080324,0.000564445,-0.000127485,0.001181161,0.000508859,0.000008529,-0.000711906,0.00042694,0.00070732,0.001904151,0.000072449,0.000406454,-0.001901289,-0.000081119
